4119152;-25.42519764;-49.1558123
3165552;-17.609456;-42.14322622
2413706;-6.090242658;-35.91754403
3162401;-15.911867;-43.90762307
3162450;-14.880481;-44.25487068
3300100;-23.15575171;-44.23710428
3300159;-21.6531618;-42.13328812
3300209;-22.74263261;-42.32277902
3300225;-22.23753164;-43.129723
4126207;-23.88264959;-50.63694878
4126256;-23.47675551;-51.87962717
4126306;-24.26540392;-49.444154
4126355;-25.47708899;-54.02596127
4126678;-23.81671429;-51.04516156
4126702;-23.21554335;-52.48375838
4126801;-23.64220897;-52.87588473
4126900;-23.3382167;-53.12700586
2405801;-5.472501739;-35.86652409
1708304;-8.920492103;-49.01726981
1709005;-8.020709533;-47.4746644
3515129;-21.7890757;-51.46464711
1710508;-8.501058079;-47.61450534
1710904;-8.300624852;-48.04748139
1711100;-8.43913587;-48.76043942
1711506;-12.85761025;-48.678004
1711902;-11.0489742;-50.21869931
1711951;-10.34515242;-47.49648396
1703909;-9.372311556;-49.84633028
1704105;-9.076132107;-47.43855573
1705102;-11.51533477;-47.82929195
1704600;-10.16615347;-49.17226189
1705508;-8.067439141;-48.53938844
1712157;-12.82338596;-46.34794316
1712405;-9.495443105;-46.82652263
1707306;-11.37951972;-49.36775761
1702703;-12.62694923;-46.48425588
1712504;-9.772459235;-49.76013013
1712702;-10.70294301;-46.54042237
1713205;-9.714590834;-48.6153039
1713304;-9.394819334;-48.66710167
1713601;-10.73605877;-48.02350613
1713700;-9.987281871;-49.11149859
3304508;-22.16987646;-43.54154274
3163706;-22.11464541;-45.04227399
3163805;-20.746745;-42.68671272
4117222;-24.44886937;-53.95358244
4117271;-24.43218806;-51.93641805
4117297;-23.78153644;-51.52100855
4117602;-26.42135732;-51.85699528
4117701;-25.45185067;-50.12591503
4117800;-24.8891829;-52.24226797
3305703;-22.11851271;-42.67998659
3305752;-22.77219786;-42.73309802
3305802;-22.29708791;-42.86509513
3305901;-22.15590027;-42.1599748
3306008;-22.11962778;-43.10953723
2504850;-7.649848835;-36.63874245
3528809;-22.65746774;-50.70129094
2203206;-9.974285026;-44.28277194
2203230;-8.733033635;-44.6483989
5210158;-15.13634205;-49.66383157
4213807;-29.21156563;-50.02976871
4213906;-27.23847367;-51.78735045
2407252;-6.411635894;-38.31920394
2407302;-6.28221014;-38.16646782
2204402;-9.577709627;-45.55597902
3115508;-21.9925555;-44.94033015
1715101;-10.16005775;-47.2461008
1715259;-11.80823929;-46.65499462
1721000;-10.19010404;-48.11138344
3505609;-21.23316035;-48.10294854
2205003;-7.404975456;-41.49154701
3545100;-21.58758172;-50.87109461
2408805;-5.305048557;-35.95010001
2933059;-11.59885372;-40.07861851
2933109;-11.51684858;-40.3304432
4116901;-23.163544;-52.17923112
