1501725;-3.30383416;-52.61026863;2019-09-01;2020-04-30
1700350;-11.36118248;-48.94273714;2019-09-01;2020-04-30
1700400;-11.47317937;-47.30336123;2019-09-01;2020-04-30
1700707;-12.40859784;-49.11559645;2019-09-01;2020-04-30
1701002;-6.194829332;-48.20549421;2019-09-01;2020-04-30
1702158;-6.736391083;-48.5570316;2019-09-01;2020-04-30
1702208;-5.64116669;-48.00945051;2019-09-01;2020-04-30
1702307;-7.729270431;-49.00925341;2019-09-01;2020-04-30
1702406;-12.82061202;-46.91417473;2019-09-01;2020-04-30
1701101;-9.977608906;-48.02170162;2019-09-01;2020-04-30
1701309;-6.989454575;-48.52559814;2019-09-01;2020-04-30
1701903;-8.909640409;-49.57400741;2019-09-01;2020-04-30
1702000;-12.84042415;-49.77486644;2019-09-01;2020-04-30
1702109;-7.252426738;-48.28194249;2019-09-01;2020-04-30
1703057;-7.990765037;-48.71185772;2019-09-01;2020-04-30
1703073;-7.712422576;-47.64132794;2019-09-01;2020-04-30
1703107;-9.900714997;-48.78067857;2019-09-01;2020-04-30
1703701;-11.06695089;-48.69157606;2019-09-01;2020-04-30
1703206;-7.989945754;-48.98998947;2019-09-01;2020-04-30
1703305;-9.003578201;-47.86414376;2019-09-01;2020-04-30
1703842;-8.215662774;-46.77245787;2019-09-01;2020-04-30
1703867;-11.94852844;-49.13878391;2019-09-01;2020-04-30
1705607;-12.14649071;-47.28770321;2019-09-01;2020-04-30
1707652;-12.23945916;-49.41330613;2019-09-01;2020-04-30
1707702;-7.513930776;-47.86092774;2019-09-01;2020-04-30
1708205;-12.12044736;-50.37019325;2019-09-01;2020-04-30
1708254;-9.086394952;-48.57727098;2019-09-01;2020-04-30
3116308;-20.915187;-43.34847861;2019-09-01;2020-04-30
3116407;-20.358816;-47.25711751;2019-09-01;2020-04-30
3116506;-17.056865;-44.26280512;2019-09-01;2020-04-30
1718006;-11.54897778;-47.06560851;2019-09-01;2020-04-30
1718204;-10.54767685;-48.54524103;2019-09-01;2020-04-30
1718402;-8.465157761;-48.47696309;2019-09-01;2020-04-30
1718451;-10.42124537;-48.8634608;2019-09-01;2020-04-30
1718501;-8.697911732;-47.1115262;2019-09-01;2020-04-30
1718550;-6.475108629;-48.08881251;2019-09-01;2020-04-30
1718709;-9.238967213;-48.44910032;2019-09-01;2020-04-30
1718758;-9.644463969;-47.4896523;2019-09-01;2020-04-30
3115409;-20.6672405;-43.49479357;2019-09-01;2020-04-30
1718840;-12.38892586;-49.8568186;2019-09-01;2020-04-30
1718881;-8.801364631;-47.89837839;2019-09-01;2020-04-30
1721257;-8.940714116;-48.28186962;2019-09-01;2020-04-30
3503604;-22.61550665;-48.648364;2019-09-01;2020-04-30
3503703;-21.17752012;-48.79102526;2019-09-01;2020-04-30
3513702;-21.88045392;-47.65030902;2019-09-01;2020-04-30
3513801;-23.698191;-46.60869659;2019-09-01;2020-04-30
3513900;-21.66869625;-46.70960106;2019-09-01;2020-04-30
3514106;-22.40188977;-48.33371133;2019-09-01;2020-04-30
3514304;-22.12099039;-48.32299034;2019-09-01;2020-04-30
3514403;-21.55715379;-51.58761843;2019-09-01;2020-04-30
3514502;-22.39887645;-49.41018182;2019-09-01;2020-04-30
3514601;-21.245822;-47.98127795;2019-09-01;2020-04-30
3514700;-22.4197576;-50.21161349;2019-09-01;2020-04-30
3514809;-24.50085496;-48.19622434;2019-09-01;2020-04-30
3514908;-23.07602819;-47.35802464;2019-09-01;2020-04-30
2931707;-12.38989536;-38.59384037;2019-09-01;2020-04-30
2931806;-15.09291866;-41.47500198;2019-09-01;2020-04-30
2931905;-10.99688935;-38.82463938;2019-09-01;2020-04-30
2932002;-9.923806038;-39.47371536;2019-09-01;2020-04-30
2932101;-13.31641416;-39.67411876;2019-09-01;2020-04-30
1714880;-7.651369617;-48.34484253;2019-09-01;2020-04-30
1715002;-10.5277497;-48.99739632;2019-09-01;2020-04-30
1400100;3.017519582;-60.74428305;2019-09-01;2020-04-30
1400159;2.793528892;-60.17437809;2019-09-01;2020-04-30
1400175;2.295396649;-60.53661102;2019-09-01;2020-04-30
3118304;-20.6695185;-43.78787766;2019-09-01;2020-04-30
3515707;-23.5645005;-46.36881035;2019-09-01;2020-04-30
3515806;-21.7017012;-51.38355061;2019-09-01;2020-04-30
3515905;-20.64777551;-50.14405252;2019-09-01;2020-04-30
3516002;-21.54921808;-51.16826428;2019-09-01;2020-04-30
1718907;-11.41175113;-48.13974766;2019-09-01;2020-04-30
3516507;-21.50763137;-50.55203263;2019-09-01;2020-04-30
3516606;-22.32547316;-49.60253408;2019-09-01;2020-04-30
3516705;-22.22962265;-49.6602054;2019-09-01;2020-04-30
3516804;-20.80574596;-50.20726146;2019-09-01;2020-04-30
